loan_id,age,gender,region,employment_status,employment_length,employer_tenure_years,home_ownership,annual_income,stated_income,verified_income,credit_score,open_accounts,delinq_2yrs,inquiries_6m,util,revol_bal,dti,loan_amount,term,purpose,application_type,grade,sub_grade,interest_rate,ip_risk_score,device_change_30d,has_document_mismatch,income_mismatch_ratio,default,fraud,application_date,issue_date,first_payment_date,days_to_fund
882,33,Female,Canterbury,Student,11,4.4,Own,89015.3,116250.44,83915.27,575,19,0,2,49.66,4875.48,14.29,15720.07,36,debt_consolidation,individual,G,G4,0.3194384193273975,75.9,3,0,1.39,0,0,2024-10-09,2024-10-14,2024-11-04,5
883,33,Female,West Coast,Part-time,1,9.9,Mortgage,19515.32,13199.17,18394.79,622,1,0,1,47.17,5467.94,20.67,15021.49,36,medical,individual,E,E4,0.2533499310540806,46.5,0,0,0.72,0,0,2024-11-28,2024-12-03,2024-12-31,5
884,48,Female,Otago,Employed,2,8.3,Rent,78472.51,90320.78,75527.21,637,8,0,1,25.61,12244.07,16.43,11216.42,36,medical,joint,E,E3,0.2374667665523502,0.0,1,0,1.2,0,0,2023-11-12,2023-11-18,2023-12-04,6
885,45,Female,Taranaki,Employed,5,12.3,Mortgage,75848.73,56802.13,75892.65,749,11,0,0,57.69,6890.33,14.96,14474.86,36,medical,individual,B,B4,0.1212216304690233,30.8,1,0,0.75,0,0,2023-06-27,2023-07-11,2023-08-08,14
886,56,Male,Bay of Plenty,Employed,1,5.9,Rent,72892.94,61983.31,69882.55,580,1,0,0,47.74,5957.92,21.45,5842.84,36,home_improvement,individual,F,F4,0.2988509362617372,54.9,1,0,0.89,0,0,2024-06-23,2024-07-03,2024-07-23,10
887,44,Male,Marlborough,Employed,2,4.7,Mortgage,41822.78,50782.24,37564.36,600,6,0,1,34.18,2047.75,14.46,25361.56,36,medical,joint,F,F4,0.2674621875707628,22.6,0,0,1.35,0,0,2025-01-01,2025-01-13,2025-02-06,12
888,34,Male,Manawatu-Whanganui,Employed,1,7.6,Rent,90387.26,97763.71,92481.76,739,17,1,1,27.28,17658.24,16.68,13235.23,36,small_business,individual,C,C2,0.1615510499195804,0.0,0,0,1.06,0,0,2025-05-18,2025-05-28,2025-06-14,10
889,44,Female,Tasman,Employed,12,2.5,Own,82190.21,98239.26,82391.37,653,10,0,3,34.38,4308.75,15.3,42721.21,36,other,individual,E,E3,0.2487631865276947,25.5,0,0,1.19,0,0,2023-02-10,2023-02-23,2023-03-18,13
890,49,Other/Prefer not to say,Nelson,Unemployed,10,11.1,Rent,57306.59,49523.02,58478.3,694,7,0,0,12.5,4004.8,35.22,20228.29,36,education,individual,D,D3,0.1871986300161029,25.0,3,0,0.85,0,0,2025-01-09,2025-01-22,2025-02-08,13
891,46,Female,Hawke's Bay,Employed,4,9.9,Mortgage,97270.67,130801.88,98106.8,651,10,2,1,19.74,6656.54,16.87,13783.63,60,small_business,individual,E,E4,0.2538361120726387,18.2,0,0,1.33,0,0,2024-12-04,2024-12-15,2025-01-09,11
892,43,Male,Auckland,Employed,4,4.5,Own,61376.36,72894.66,64304.73,801,7,0,2,6.53,2254.78,23.74,16573.64,36,other,individual,A,A5,0.0927987921925008,40.8,0,0,1.13,0,0,2024-05-16,2024-05-22,2024-06-20,6
893,49,Female,Canterbury,Unemployed,13,1.3,Own,89268.94,109609.73,88932.03,603,16,0,3,30.01,8294.98,12.34,22916.34,60,debt_consolidation,individual,F,F3,0.2973760978859867,0.3,0,0,1.23,0,0,2023-05-25,2023-06-02,2023-06-28,8
894,50,Male,West Coast,Self-employed,13,10.9,Rent,60271.52,50264.44,63322.83,697,5,0,3,21.39,19550.67,15.52,26172.76,60,vacation,joint,D,D3,0.1883908744144432,50.2,3,0,0.79,0,0,2023-07-20,2023-07-28,2023-08-23,8
895,52,Male,Marlborough,Employed,17,4.8,Mortgage,74025.41,95069.37,71154.35,770,7,0,1,10.15,2683.07,26.55,12378.24,36,education,individual,B,B5,0.1292399287113003,10.2,0,0,1.34,0,0,2024-12-24,2025-01-04,2025-01-21,11
896,44,Male,Marlborough,Employed,1,0.7,Rent,91764.09,90549.84,88466.68,658,3,1,0,26.88,4777.53,20.24,21141.8,36,debt_consolidation,joint,E,E4,0.2491050912436956,31.3,0,0,1.02,0,0,2024-04-05,2024-04-14,2024-05-03,9
897,36,Male,Hawke's Bay,Employed,1,6.7,Mortgage,51194.89,47496.3,54717.2,635,8,0,0,49.45,2905.55,32.88,13455.45,36,medical,individual,E,E2,0.2515799390277713,10.8,0,0,0.87,0,0,2025-01-01,2025-01-09,2025-01-30,8
898,39,Female,Otago,Employed,6,8.1,Rent,31003.04,36431.45,33104.53,726,8,1,1,14.52,6158.84,13.75,49762.3,36,education,individual,C,C1,0.144971430851898,39.9,2,0,1.1,0,0,2025-01-21,2025-02-03,2025-03-03,13
899,50,Male,Northland,Employed,4,11.2,Own,76710.2,89493.37,78910.79,740,14,0,0,30.42,7559.45,33.29,16249.26,60,education,individual,B,B5,0.1273209183268401,4.9,3,0,1.13,0,0,2025-06-27,2025-07-08,2025-07-30,11
900,30,Male,Marlborough,Employed,0,8.1,Rent,132690.86,116852.38,126792.04,632,5,0,1,21.73,6720.29,17.65,38617.82,36,small_business,individual,E,E1,0.255539421644343,38.8,0,0,0.92,0,1,2024-07-11,2024-07-13,2024-08-08,2
901,42,Female,Auckland,Employed,0,8.8,Mortgage,77779.5,113656.09,74008.62,768,11,0,1,4.71,9210.81,17.07,26123.07,36,medical,individual,B,B5,0.1366324175050426,17.6,0,0,1.54,0,0,2024-06-30,2024-07-14,2024-08-08,14
902,34,Female,Canterbury,Self-employed,11,5.0,Mortgage,78670.85,111151.69,83894.85,683,9,0,1,49.95,1292.48,21.51,20600.68,36,small_business,individual,D,D2,0.196902380977734,27.5,0,0,1.32,0,0,2023-09-10,2023-09-24,2023-10-15,14
903,38,Female,Marlborough,Unemployed,10,0.0,Own,63375.77,74213.47,67408.58,711,1,1,1,14.92,8049.91,16.3,32755.04,60,small_business,individual,C,C2,0.157889932360719,68.8,0,0,1.1,0,0,2024-01-25,2024-02-06,2024-02-29,12
904,51,Male,West Coast,Employed,2,3.0,Mortgage,101276.91,115058.74,100954.95,769,6,0,1,50.22,5202.38,25.13,19221.53,36,vacation,individual,B,B4,0.1318286398003483,17.2,0,0,1.14,0,0,2024-08-16,2024-08-26,2024-09-14,10
905,40,Female,West Coast,Employed,11,8.8,Rent,58138.38,64879.95,64946.05,726,6,0,1,11.73,27540.87,16.91,5637.33,60,education,individual,C,C1,0.1744644348485349,26.6,0,1,1.0,0,0,2025-06-01,2025-06-13,2025-07-07,12
906,38,Female,Tasman,Employed,5,4.6,Rent,49503.73,36632.79,50639.59,680,16,0,2,25.75,3673.83,13.25,11894.9,36,small_business,individual,D,D2,0.2174873871101634,25.3,1,0,0.72,0,0,2023-09-13,2023-09-24,2023-10-19,11
907,24,Male,Marlborough,Employed,8,6.6,Rent,126161.93,135316.43,119177.61,640,11,0,1,37.67,22795.15,17.55,14545.65,36,education,individual,E,E3,0.229879439694893,28.2,0,0,1.14,0,0,2024-12-09,2024-12-10,2025-01-08,1
908,45,Female,Hawke's Bay,Employed,3,3.4,Mortgage,47278.91,50584.1,46627.33,843,10,0,3,17.23,12695.19,0.0,17529.35,36,other,individual,A,A2,0.0834181823770723,44.2,0,0,1.08,0,0,2025-03-25,2025-04-04,2025-04-21,10
909,44,Male,Nelson,Student,1,0.0,Mortgage,110838.02,103611.12,110868.34,633,0,0,1,25.65,10922.24,12.9,27353.88,36,education,individual,E,E4,0.2477635273130944,32.7,4,0,0.93,0,0,2024-03-25,2024-03-27,2024-04-26,2
910,60,Male,Auckland,Self-employed,3,0.0,Mortgage,126210.17,124712.08,126755.39,699,1,0,1,32.83,4803.69,21.87,9262.31,36,home_improvement,individual,D,D2,0.2118805651120621,24.3,0,0,0.98,0,0,2023-01-10,2023-01-12,2023-02-01,2
911,35,Female,Auckland,Student,3,9.8,Rent,91329.83,52399.72,97037.96,711,12,0,0,47.34,18627.49,28.37,3936.07,36,vacation,individual,C,C5,0.1436178992605611,47.4,0,0,0.54,0,0,2025-04-03,2025-04-15,2025-05-04,12
912,40,Female,Canterbury,Unemployed,4,4.1,Mortgage,30717.91,25512.62,29249.15,713,12,1,1,34.49,1957.97,24.71,10897.24,36,small_business,joint,C,C5,0.1500787472945291,0.0,1,0,0.87,0,0,2025-03-08,2025-03-11,2025-04-06,3
913,40,Male,Tasman,Part-time,1,1.5,Mortgage,66067.72,81551.7,61669.22,808,6,0,0,44.05,8341.99,19.5,21285.94,36,other,individual,A,A1,0.0917374269268168,80.6,0,0,1.32,0,0,2023-08-30,2023-09-09,2023-09-27,10
914,54,Female,Wellington,Self-employed,24,3.1,Own,57580.69,80396.43,59314.8,683,9,0,0,32.3,25329.93,18.2,14673.42,60,debt_consolidation,individual,D,D5,0.1912170275954454,35.9,0,0,1.36,0,0,2023-09-08,2023-09-15,2023-10-11,7
915,37,Female,Manawatu-Whanganui,Part-time,1,5.5,Mortgage,48268.91,41575.16,47045.33,674,9,0,3,22.62,3395.57,15.67,7767.37,36,car,individual,D,D1,0.2174268906845448,39.3,0,0,0.88,0,0,2025-05-26,2025-05-28,2025-06-27,2
916,41,Female,Gisborne,Employed,1,5.2,Rent,70812.69,76942.93,79393.44,773,10,0,2,47.44,7272.58,17.46,21547.39,60,vacation,joint,B,B1,0.1240890133442975,46.9,0,0,0.97,0,0,2023-01-05,2023-01-19,2023-02-04,14
917,44,Male,Wellington,Employed,4,7.8,Rent,103121.83,130931.36,107985.16,672,8,0,3,36.02,1895.27,22.86,18675.71,36,small_business,individual,D,D1,0.2085787370393423,38.6,0,0,1.21,0,0,2023-04-29,2023-04-30,2023-05-21,1
918,40,Female,Auckland,Employed,4,10.9,Rent,49365.69,46697.82,48068.86,733,12,0,1,47.26,26056.45,11.86,13437.15,36,medical,individual,C,C3,0.1586704153817358,34.5,1,0,0.97,0,0,2025-03-11,2025-03-25,2025-04-21,14
919,34,Male,Marlborough,Part-time,3,6.9,Mortgage,58648.25,69512.82,62204.84,692,13,0,0,5.34,3429.86,17.6,70000.0,36,medical,individual,D,D1,0.1899685301020099,10.1,1,0,1.12,0,0,2024-01-09,2024-01-15,2024-02-03,6
920,40,Female,West Coast,Employed,7,1.3,Mortgage,56246.96,58679.19,58301.13,735,5,0,2,2.47,4147.57,26.08,5111.14,36,other,individual,C,C5,0.1529869452450517,50.0,1,0,1.01,0,0,2023-03-06,2023-03-15,2023-04-02,9
921,49,Male,Southland,Employed,4,1.7,Rent,130674.55,168319.33,134814.95,724,4,0,1,43.06,2648.28,24.29,8156.47,36,vacation,individual,C,C5,0.1629996825399383,66.3,2,0,1.25,0,0,2023-05-26,2023-05-29,2023-06-24,3
922,28,Male,Gisborne,Employed,5,6.8,Rent,55708.17,44204.98,55367.67,656,6,0,4,67.68,3163.23,20.9,22948.16,36,education,individual,E,E2,0.2324540627726313,36.1,4,0,0.8,0,0,2023-08-12,2023-08-18,2023-09-15,6
923,39,Female,Taranaki,Self-employed,6,3.7,Rent,30992.46,25695.37,31644.0,569,9,0,1,67.27,3567.27,10.42,15197.03,36,vacation,individual,G,G2,0.3030428987876254,15.0,0,0,0.81,0,0,2023-08-27,2023-08-30,2023-09-21,3
924,31,Male,Waikato,Employed,0,3.8,Own,25287.91,27966.1,22628.94,580,10,0,0,14.08,6726.0,26.18,10916.85,36,medical,individual,F,F5,0.2646340149920637,44.7,0,0,1.24,0,0,2023-06-26,2023-07-10,2023-08-02,14
925,50,Male,Taranaki,Unemployed,4,5.3,Rent,80803.88,86398.84,86125.18,570,12,0,2,33.21,3748.33,2.03,7877.05,36,debt_consolidation,individual,G,G3,0.303859154581135,15.8,0,0,1.0,0,0,2025-02-17,2025-03-02,2025-03-25,13
926,23,Male,Nelson,Part-time,11,3.1,Rent,41181.05,42776.21,34106.02,675,13,0,2,14.46,603.9,12.57,5793.31,60,education,individual,D,D4,0.2044353198806627,49.7,2,0,1.25,0,0,2025-05-02,2025-05-03,2025-05-20,1
927,32,Female,Canterbury,Student,0,4.2,Rent,97088.41,113124.2,94942.16,539,10,0,0,49.17,7205.46,20.38,27016.23,36,medical,individual,G,G1,0.3054454495672101,19.3,0,0,1.19,0,0,2023-10-09,2023-10-23,2023-11-09,14
928,42,Male,Auckland,Employed,3,6.0,Rent,29243.44,25262.53,26910.24,670,10,0,3,22.48,22639.97,24.68,13842.53,36,home_improvement,individual,D,D2,0.1830351401737951,51.2,0,0,0.94,0,0,2023-03-04,2023-03-17,2023-04-05,13
929,54,Female,Auckland,Employed,13,2.0,Mortgage,47041.96,36509.87,45863.91,688,16,0,0,55.49,1198.87,14.12,26088.01,60,other,joint,D,D5,0.1809529299724741,0.0,0,0,0.8,0,0,2023-08-05,2023-08-17,2023-09-05,12
930,37,Male,Marlborough,Employed,2,6.9,Own,29254.87,27791.49,29146.46,731,9,0,1,20.19,6500.03,21.74,4983.38,60,debt_consolidation,individual,C,C1,0.1680494224060277,93.2,3,0,0.95,0,0,2025-05-03,2025-05-08,2025-06-01,5
931,32,Male,Tasman,Employed,3,6.1,Rent,84365.09,82031.91,79316.71,710,11,0,4,38.18,61174.22,9.76,34799.24,60,vacation,individual,C,C2,0.1691910094743764,54.1,3,0,1.03,0,0,2025-04-06,2025-04-16,2025-05-02,10
932,57,Male,Northland,Employed,20,6.8,Mortgage,95937.39,95289.87,82628.58,734,10,0,1,20.36,3323.16,21.2,23000.79,36,medical,individual,C,C1,0.1525303039759981,54.4,2,0,1.15,0,0,2025-03-05,2025-03-19,2025-04-03,14
933,24,Female,Manawatu-Whanganui,Unemployed,1,9.3,Rent,79643.65,103840.12,80468.22,705,8,0,2,19.53,4478.77,26.64,9881.34,60,debt_consolidation,individual,C,C1,0.1442198228542786,47.0,0,0,1.29,0,0,2024-11-19,2024-12-02,2024-12-24,13
934,18,Male,Tasman,Employed,0,5.2,Other,33880.02,40794.37,37414.45,661,8,0,0,36.23,2603.73,17.54,22310.29,36,home_improvement,individual,D,D4,0.2142901560948551,54.2,3,0,1.09,0,0,2024-04-05,2024-04-16,2024-05-03,11
935,42,Male,Northland,Student,10,5.4,Rent,41551.31,48060.24,40821.5,674,14,0,0,57.87,13028.87,29.97,21687.85,36,education,individual,D,D1,0.1852235231029373,18.1,3,0,1.18,1,0,2024-09-01,2024-09-05,2024-09-20,4
936,33,Other/Prefer not to say,Nelson,Part-time,10,3.3,Rent,74811.8,81874.03,78400.26,629,9,0,2,19.31,10250.94,20.78,27879.37,36,home_improvement,individual,E,E2,0.229803088141099,39.3,0,0,1.04,0,0,2023-04-15,2023-04-22,2023-05-22,7
937,28,Female,Canterbury,Employed,3,5.2,Mortgage,23611.7,22741.9,25387.75,694,8,0,1,22.0,2124.89,23.99,11142.66,36,home_improvement,individual,D,D1,0.2049905164289189,25.9,1,0,0.9,0,0,2023-04-09,2023-04-15,2023-04-30,6
938,45,Male,Bay of Plenty,Part-time,4,1.3,Rent,56244.39,49450.68,50901.07,585,6,0,1,25.27,5764.2,20.13,7050.09,36,car,individual,F,F1,0.2814327124990535,7.4,0,0,0.97,0,0,2024-05-25,2024-06-04,2024-06-29,10
939,40,Male,Southland,Unemployed,9,2.9,Rent,161504.09,130910.13,157811.5,744,11,0,1,42.4,2383.27,1.03,5607.39,36,small_business,individual,B,B3,0.1199586780656721,56.3,0,0,0.83,0,0,2024-01-20,2024-01-27,2024-02-25,7
940,32,Female,Nelson,Employed,7,4.0,Mortgage,58347.35,53160.19,54623.66,623,7,0,1,18.55,2438.12,27.42,9822.31,36,home_improvement,individual,E,E4,0.2325507632855055,14.1,1,0,0.97,0,0,2024-02-09,2024-02-14,2024-03-01,5
941,25,Male,Wellington,Employed,2,1.3,Mortgage,26609.29,27711.33,25536.57,689,10,0,3,23.84,2306.75,22.81,4406.49,36,debt_consolidation,individual,D,D3,0.2090351534519049,44.9,0,0,1.09,0,0,2025-04-02,2025-04-06,2025-04-26,4
942,47,Male,Gisborne,Employed,0,0.0,Mortgage,45147.81,36976.2,48989.92,699,10,0,0,26.56,2996.16,19.17,23544.21,60,debt_consolidation,individual,D,D1,0.2002548426611746,49.3,2,0,0.75,0,0,2024-06-01,2024-06-08,2024-06-28,7
943,45,Female,Nelson,Employed,3,6.0,Mortgage,44521.48,48257.01,45019.41,750,7,0,2,18.48,2504.07,8.6,10963.62,36,education,individual,B,B1,0.1101707666716527,42.5,2,0,1.07,0,0,2024-04-20,2024-04-27,2024-05-25,7
944,37,Female,Northland,Self-employed,10,7.8,Mortgage,234762.07,237370.83,244021.36,579,3,2,1,33.42,4859.32,17.67,7030.44,60,debt_consolidation,individual,G,G5,0.3102339544991767,38.6,0,0,0.97,0,0,2024-12-09,2024-12-15,2025-01-01,6
945,56,Female,Canterbury,Employed,11,1.8,Mortgage,176583.65,171381.55,176196.06,660,5,0,1,41.04,19229.31,15.35,27889.81,60,vacation,joint,D,D2,0.1957820276476794,35.9,1,0,0.97,0,0,2025-05-12,2025-05-20,2025-06-15,8
946,27,Male,Wellington,Self-employed,16,5.4,Mortgage,100780.87,129231.97,94680.84,713,6,0,0,25.51,2404.86,2.64,19308.25,36,car,individual,C,C2,0.1602317172355162,46.0,0,0,1.36,0,0,2024-10-06,2024-10-10,2024-10-28,4
947,23,Male,Canterbury,Employed,11,0.0,Mortgage,52907.32,29515.74,54701.18,785,5,0,1,32.89,2223.75,34.94,13916.84,36,home_improvement,individual,A,A2,0.0909627254766687,38.2,2,0,0.54,0,0,2025-05-19,2025-05-29,2025-06-24,10
948,31,Female,Bay of Plenty,Employed,4,3.9,Rent,133588.62,130015.67,141955.11,678,11,0,3,35.96,6835.26,28.2,46733.68,36,other,individual,D,D5,0.1905705166498187,63.2,1,1,0.92,0,0,2025-02-09,2025-02-14,2025-03-13,5
949,38,Male,Gisborne,Employed,3,8.6,Rent,32927.61,19081.96,33450.13,644,18,1,1,29.87,2869.27,11.71,26031.87,36,vacation,individual,E,E1,0.2357972313972664,29.0,0,0,0.57,0,0,2024-03-12,2024-03-16,2024-04-01,4
950,40,Female,Manawatu-Whanganui,Employed,7,2.6,Rent,124006.31,136123.28,127039.04,802,7,0,0,65.04,2105.83,12.57,15501.94,36,education,individual,A,A1,0.084201633579861,57.8,3,0,1.07,0,0,2023-01-23,2023-02-04,2023-02-20,12
951,36,Female,Manawatu-Whanganui,Employed,7,0.0,Rent,113428.35,136390.37,106425.28,728,7,0,4,31.26,5490.82,19.84,16530.49,60,car,individual,C,C5,0.1677645914069853,31.4,1,0,1.28,0,0,2024-07-18,2024-07-19,2024-08-17,1
952,42,Male,Tasman,Employed,4,8.9,Mortgage,59357.58,46285.78,61455.47,762,7,0,2,28.22,4310.71,24.56,4726.47,60,small_business,individual,B,B2,0.114747404393841,16.3,0,0,0.75,0,0,2024-11-07,2024-11-19,2024-12-10,12
953,25,Female,Southland,Student,0,1.3,Rent,128753.41,103696.51,137418.6,607,12,0,0,46.21,3142.95,16.85,5587.05,36,other,individual,F,F4,0.2914243085249313,19.3,1,0,0.75,0,0,2024-12-14,2024-12-22,2025-01-18,8
954,52,Female,Marlborough,Self-employed,13,2.7,Rent,49702.47,35305.65,50707.91,711,11,0,2,8.47,10235.93,20.89,6374.4,60,home_improvement,joint,C,C5,0.1416026095007669,18.9,0,0,0.7,0,0,2024-04-02,2024-04-03,2024-04-18,1
955,37,Female,West Coast,Employed,3,7.8,Rent,30427.17,32335.82,27693.62,615,9,0,0,28.56,3207.32,12.63,4111.61,60,vacation,individual,F,F1,0.2839032912377642,52.6,0,0,1.17,0,0,2023-03-24,2023-03-29,2023-04-28,5
956,49,Male,Canterbury,Employed,2,6.1,Rent,116882.16,114759.85,126440.96,602,4,0,3,15.77,12314.79,11.69,10456.63,60,medical,individual,F,F1,0.2812579149143896,12.9,3,0,0.91,0,0,2023-05-25,2023-05-31,2023-06-21,6
957,41,Male,Northland,Employed,5,2.4,Mortgage,61759.11,61405.17,58841.54,715,5,0,1,15.12,5981.85,13.96,63485.73,60,education,individual,C,C2,0.175791256886542,42.1,1,0,1.04,0,0,2023-03-26,2023-04-01,2023-04-29,6
958,43,Female,Manawatu-Whanganui,Employed,6,6.1,Mortgage,93266.0,91065.45,95074.37,719,10,0,3,36.12,1201.39,13.81,10527.34,36,education,individual,C,C4,0.1781802316965527,56.3,1,0,0.96,0,0,2023-03-19,2023-04-01,2023-04-27,13
959,44,Male,Waikato,Self-employed,1,0.9,Mortgage,193817.93,165768.64,203053.12,651,10,0,1,30.55,6331.26,6.41,18334.7,60,home_improvement,joint,E,E5,0.2584662159096798,0.0,1,0,0.82,0,0,2024-04-01,2024-04-06,2024-05-04,5
960,42,Other/Prefer not to say,Nelson,Unemployed,9,0.0,Rent,42141.58,53788.45,44416.42,766,9,0,1,74.92,3021.55,18.56,23288.54,60,vacation,individual,B,B1,0.1216537302000708,49.4,0,0,1.21,0,0,2025-05-27,2025-05-30,2025-06-25,3
961,44,Male,Northland,Unemployed,2,7.2,Own,59641.97,65872.66,54274.02,658,12,0,0,23.06,1435.04,29.21,12271.81,60,debt_consolidation,joint,E,E3,0.2311156968871519,76.1,4,0,1.21,0,0,2023-01-01,2023-01-06,2023-02-03,5
962,51,Female,Hawke's Bay,Employed,1,5.1,Other,166695.36,135534.55,167672.34,664,4,0,1,32.67,4488.62,9.57,16346.18,60,home_improvement,individual,D,D3,0.2135297548363274,39.3,0,0,0.81,0,0,2023-02-20,2023-03-04,2023-03-19,12
963,40,Male,Otago,Student,3,11.2,Mortgage,97088.83,88340.22,97336.51,678,10,0,0,12.02,2891.54,14.1,11694.32,36,other,joint,D,D2,0.2003907566762802,53.9,0,0,0.91,0,0,2024-11-15,2024-11-23,2024-12-23,8
964,45,Female,Southland,Employed,7,7.4,Own,42713.61,37399.45,45786.91,665,10,0,2,8.94,32605.34,12.5,9248.13,36,education,individual,D,D5,0.2038254858941628,45.7,3,0,0.82,0,0,2024-12-17,2024-12-31,2025-01-28,14
965,37,Male,Canterbury,Part-time,17,0.0,Mortgage,36648.65,48786.15,37489.23,757,5,0,2,9.68,3149.03,9.2,15920.3,36,medical,individual,B,B3,0.130019272857077,28.3,1,0,1.3,0,0,2025-02-10,2025-02-12,2025-03-04,2
966,52,Male,West Coast,Employed,8,10.5,Own,47348.68,56451.17,50777.0,617,7,1,2,28.73,5526.5,0.0,11319.68,36,education,individual,F,F1,0.2848478816353864,26.4,0,0,1.11,0,0,2024-03-21,2024-03-27,2024-04-13,6
967,31,Male,Canterbury,Employed,14,4.3,Own,41734.93,42765.87,42861.6,635,12,1,2,23.35,2113.57,12.18,9216.61,36,medical,individual,E,E3,0.23852568894456,46.0,0,0,1.0,0,0,2024-03-24,2024-04-02,2024-04-24,9
968,56,Female,Nelson,Self-employed,1,4.1,Other,74948.12,104286.13,74670.19,609,4,0,2,11.15,3912.6,12.67,12487.76,60,vacation,individual,F,F3,0.2962540890905282,21.8,0,0,1.4,0,0,2025-05-30,2025-06-07,2025-06-27,8
969,38,Male,West Coast,Employed,0,1.7,Mortgage,68132.07,91324.82,68792.47,793,19,0,2,29.07,7432.67,26.01,8563.27,36,medical,individual,A,A3,0.0899678038856451,24.0,0,0,1.33,0,0,2024-05-02,2024-05-16,2024-06-10,14
970,24,Female,Canterbury,Unemployed,4,9.1,Mortgage,76855.72,77152.22,82710.58,661,11,1,1,24.82,43334.96,17.95,34665.05,36,education,individual,D,D1,0.2023220553701314,47.1,0,0,0.93,0,0,2025-03-10,2025-03-21,2025-04-06,11
971,39,Female,Bay of Plenty,Self-employed,2,1.1,Mortgage,39247.96,37987.59,36702.86,634,9,0,1,37.99,5636.81,25.07,27648.92,60,education,individual,E,E5,0.2446506828643675,18.9,0,0,1.04,0,0,2023-02-03,2023-02-11,2023-03-05,8
972,31,Male,Gisborne,Employed,9,2.9,Rent,62295.36,60895.41,65117.2,663,8,0,1,24.0,1134.26,18.09,27546.58,60,medical,joint,D,D5,0.2009364852537418,48.1,0,0,0.94,0,0,2023-12-14,2023-12-22,2024-01-10,8
973,46,Female,Canterbury,Self-employed,6,4.3,Rent,18934.15,16272.97,18339.98,731,12,1,1,23.98,17938.19,15.58,12138.81,60,vacation,individual,C,C1,0.1704025507308106,24.7,3,0,0.89,0,0,2023-04-05,2023-04-18,2023-05-10,13
974,31,Male,West Coast,Employed,18,6.5,Own,70908.55,99044.7,67921.6,720,7,0,3,28.26,10393.67,32.83,6562.21,36,home_improvement,individual,C,C2,0.1606216370890121,24.3,1,0,1.46,0,0,2023-03-13,2023-03-20,2023-04-11,7
975,34,Other/Prefer not to say,Manawatu-Whanganui,Employed,1,4.3,Rent,131584.82,111678.34,138318.19,645,8,0,2,42.0,371.1,14.88,27830.75,36,education,individual,E,E2,0.2439651802298965,35.7,0,0,0.81,0,0,2024-07-04,2024-07-12,2024-08-01,8
976,19,Female,Manawatu-Whanganui,Part-time,3,3.5,Mortgage,27647.62,33831.31,26426.86,656,15,0,1,41.93,1132.22,18.49,4488.86,60,debt_consolidation,individual,E,E4,0.2433724926762767,44.7,1,0,1.28,0,0,2023-06-03,2023-06-16,2023-07-02,13
977,33,Male,Otago,Student,3,9.8,Rent,86872.73,103214.24,88510.61,593,7,0,1,21.12,2985.93,13.98,37393.62,36,other,individual,F,F1,0.2972001546224469,31.2,0,0,1.17,0,0,2023-09-07,2023-09-13,2023-10-05,6
978,18,Male,Nelson,Employed,1,2.4,Rent,45050.26,44555.91,43948.91,688,10,0,1,26.94,1932.51,13.97,59241.35,60,vacation,individual,D,D1,0.2164034505195221,63.6,0,0,1.01,0,0,2024-11-04,2024-11-06,2024-12-05,2
979,22,Male,Otago,Employed,4,12.4,Own,105202.59,148547.01,92804.8,757,6,0,1,27.96,4150.14,26.84,31234.66,36,medical,individual,B,B1,0.135946803374072,14.7,3,0,1.6,0,0,2024-03-13,2024-03-15,2024-04-13,2
980,46,Other/Prefer not to say,Southland,Employed,3,2.5,Own,71491.3,52773.5,73198.93,645,10,0,1,23.59,2753.92,18.53,15101.85,36,education,individual,E,E4,0.2430034827506442,82.5,2,0,0.72,0,0,2023-04-28,2023-05-06,2023-05-31,8
981,46,Male,Taranaki,Unemployed,3,8.5,Mortgage,82864.75,85687.27,83388.13,718,11,1,0,12.81,10548.53,10.02,6481.98,36,medical,individual,C,C5,0.1645518955444628,55.1,1,0,1.03,0,0,2025-02-09,2025-02-20,2025-03-12,11
982,42,Female,Northland,Part-time,2,7.2,Rent,67577.94,64347.17,61123.97,645,16,0,1,8.45,11762.78,20.0,11498.65,36,small_business,joint,E,E4,0.2222122958723448,39.7,0,0,1.05,0,0,2025-06-09,2025-06-10,2025-06-30,1
983,28,Male,Manawatu-Whanganui,Employed,0,9.9,Mortgage,144226.7,179146.67,139188.94,614,5,0,4,11.09,1520.95,26.27,11344.91,60,medical,individual,F,F4,0.2928307732140058,46.8,2,0,1.29,0,0,2023-11-02,2023-11-08,2023-11-30,6
984,38,Female,Tasman,Unemployed,4,4.7,Rent,80064.58,89729.43,72830.78,721,3,0,1,24.4,27970.38,12.63,19029.61,36,education,individual,C,C3,0.1632195281234313,1.3,3,0,1.23,0,0,2023-09-25,2023-10-08,2023-10-23,13
985,38,Male,Manawatu-Whanganui,Employed,2,8.1,Rent,42569.29,29991.81,44126.67,821,8,0,1,39.04,16607.63,12.64,17268.89,36,medical,individual,A,A2,0.0907176060417304,7.9,0,1,0.68,0,0,2023-02-23,2023-03-01,2023-03-17,6
986,26,Female,Bay of Plenty,Employed,0,2.0,Rent,68966.18,89510.92,73752.41,713,7,1,1,33.23,338.67,12.91,44790.29,36,car,individual,C,C2,0.1723833901598052,29.7,1,0,1.21,0,0,2023-08-24,2023-09-04,2023-09-30,11
